Dato/klokkeslett,NO1,NO2,NO3,NO4,NO5
2024-05-21 Kl. 01-02,0.42994,0.70541,0.14733,0.11786,0.42994
2024-05-21 Kl. 02-03,0.42630,0.70222,0.16404,0.13123,0.42630
2024-05-21 Kl. 03-04,0.42746,0.69844,0.17595,0.14076,0.42746
2024-05-21 Kl. 04-05,0.42630,0.69495,0.17770,0.14216,0.42630
2024-05-21 Kl. 05-06,0.42906,0.69874,0.18874,0.15099,0.42906
2024-05-21 Kl. 06-07,0.47482,0.70556,0.37602,0.30082,0.47482
2024-05-21 Kl. 07-08,0.71908,0.71908,0.44547,0.35638,0.71908
2024-05-21 Kl. 08-09,0.79449,0.79449,0.49329,0.39463,0.79449
2024-05-21 Kl. 09-10,0.51406,0.71050,0.51406,0.41125,0.51406
2024-05-21 Kl. 10-11,0.46306,0.70760,0.44010,0.35208,0.46306
2024-05-21 Kl. 11-12,0.45638,0.66823,0.36543,0.29234,0.45638
2024-05-21 Kl. 12-13,0.41017,0.41017,0.35612,0.28490,0.41017
2024-05-21 Kl. 13-14,0.42369,0.43632,0.36339,0.29071,0.42369
2024-05-21 Kl. 14-15,0.45028,0.49691,0.36382,0.29106,0.45028
2024-05-21 Kl. 15-16,0.45129,0.57843,0.35917,0.28734,0.45129
2024-05-21 Kl. 16-17,0.44258,0.65281,0.36310,0.29048,0.44258
2024-05-21 Kl. 17-18,0.45245,0.68115,0.45245,0.36196,0.45245
2024-05-21 Kl. 18-19,0.49154,0.70091,0.49154,0.39323,0.49154
2024-05-21 Kl. 19-20,0.49154,0.71923,0.47686,0.38149,0.49154
2024-05-21 Kl. 20-21,0.44591,0.73070,0.43488,0.34790,0.44591
2024-05-21 Kl. 21-22,0.43880,0.71704,0.37791,0.30233,0.43880
2024-05-21 Kl. 22-23,0.44040,0.68653,0.34000,0.27200,0.44040
2024-05-21 Kl. 23-00,0.42964,0.63291,0.28289,0.22631,0.42964
2024-05-22 Kl. 00-01,0.40573,0.47529,0.37820,0.30256,0.40573
2024-05-22 Kl. 01-02,0.40573,0.40573,0.33893,0.27114,0.40573
2024-05-22 Kl. 02-03,0.38545,0.38545,0.29676,0.23741,0.38545
2024-05-22 Kl. 03-04,0.39574,0.39574,0.27531,0.22025,0.39574
2024-05-22 Kl. 04-05,0.39790,0.39790,0.27098,0.21678,0.39790
2024-05-22 Kl. 05-06,0.40471,0.40471,0.29995,0.23996,0.40471
2024-05-22 Kl. 06-07,0.45441,0.45441,0.34734,0.27787,0.45441
2024-05-22 Kl. 07-08,0.52818,0.57093,0.52818,0.42254,0.52818
2024-05-22 Kl. 08-09,0.55194,0.60860,0.55194,0.44155,0.55194
2024-05-22 Kl. 09-10,0.48224,0.49659,0.48224,0.38579,0.48224
2024-05-22 Kl. 10-11,0.45384,0.46731,0.37081,0.29665,0.45384
2024-05-22 Kl. 11-12,0.42993,0.42993,0.35921,0.28737,0.42993
2024-05-22 Kl. 12-13,0.31850,0.31850,0.31850,0.25480,0.31850
2024-05-22 Kl. 13-14,0.23489,0.23489,0.28228,0.22582,0.23489
2024-05-22 Kl. 14-15,0.21837,0.21837,0.30879,0.24703,0.21837
2024-05-22 Kl. 15-16,0.40385,0.40385,0.34400,0.27520,0.40385
2024-05-22 Kl. 16-17,0.43311,0.47630,0.34400,0.27520,0.43311
2024-05-22 Kl. 17-18,0.46964,0.62179,0.34400,0.27520,0.46964
2024-05-22 Kl. 18-19,0.47109,0.72669,0.33908,0.27126,0.47109
2024-05-22 Kl. 19-20,0.46485,0.74640,0.29865,0.23892,0.46485
2024-05-22 Kl. 20-21,0.45891,0.74756,0.28836,0.23069,0.45891
2024-05-22 Kl. 21-22,0.46601,0.74539,0.24199,0.19359,0.46601
2024-05-22 Kl. 22-23,0.46630,0.73974,0.18011,0.14409,0.46630
2024-05-22 Kl. 23-00,0.44659,0.73568,0.04390,0.03512,0.44659
2024-05-23 Kl. 00-01,0.47124,0.76228,0.04636,0.03709,0.47124
2024-05-23 Kl. 01-02,0.46385,0.69520,0.04215,0.03372,0.46385
2024-05-23 Kl. 02-03,0.46385,0.54715,0.03766,0.03013,0.46385
2024-05-23 Kl. 03-04,0.46371,0.46371,0.03520,0.02816,0.46371
2024-05-23 Kl. 04-05,0.46385,0.47530,0.02898,0.02318,0.46385
2024-05-23 Kl. 05-06,0.46704,0.51239,0.03549,0.02839,0.46704
2024-05-23 Kl. 06-07,0.47023,0.73765,0.04476,0.03581,0.47023
2024-05-23 Kl. 07-08,0.47588,0.80038,0.15573,0.12458,0.47588
2024-05-23 Kl. 08-09,0.48326,0.81471,0.32479,0.25983,0.48326
2024-05-23 Kl. 09-10,0.48717,0.81051,0.21918,0.17534,0.48717
2024-05-23 Kl. 10-11,0.47849,0.81066,0.10111,0.08089,0.47849
2024-05-23 Kl. 11-12,0.47095,0.82414,0.12661,0.10129,0.47095
2024-05-23 Kl. 12-13,0.46704,0.74519,0.19123,0.15298,0.46704
2024-05-23 Kl. 13-14,0.46385,0.63726,0.19123,0.15298,0.46385
2024-05-23 Kl. 14-15,0.46385,0.79849,0.20860,0.16688,0.46385
2024-05-23 Kl. 15-16,0.47066,0.82587,0.20846,0.16677,0.47066
2024-05-23 Kl. 16-17,0.49630,0.83688,0.22063,0.17650,0.49630
2024-05-23 Kl. 17-18,0.49515,0.87237,0.22744,0.18195,0.49515
2024-05-23 Kl. 18-19,0.48298,0.87425,0.25554,0.20443,0.48298
2024-05-23 Kl. 19-20,0.48631,0.94365,0.26235,0.20988,0.48631
2024-05-23 Kl. 20-21,0.48761,1.01434,0.22686,0.18149,0.48761
2024-05-23 Kl. 21-22,0.48993,0.94423,0.21237,0.16990,0.48993
2024-05-23 Kl. 22-23,0.49515,0.86121,0.20860,0.16688,0.49515
2024-05-23 Kl. 23-00,0.48717,0.83109,0.20398,0.16318,0.48717
2024-05-24 Kl. 00-01,0.46469,0.79135,0.17451,0.13961,0.46469
2024-05-24 Kl. 01-02,0.46021,0.79064,0.14321,0.11457,0.46021
2024-05-24 Kl. 02-03,0.45459,0.79064,0.12316,0.09853,0.45459
2024-05-24 Kl. 03-04,0.45459,0.79078,0.06130,0.04904,0.45459
2024-05-24 Kl. 04-05,0.45459,0.79093,0.13759,0.11007,0.45459
2024-05-24 Kl. 05-06,0.46180,0.79164,0.19009,0.15207,0.46180
2024-05-24 Kl. 06-07,0.46685,0.80434,0.22298,0.17838,0.46685
2024-05-24 Kl. 07-08,0.48791,0.97394,0.34888,0.27910,0.48791
2024-05-24 Kl. 08-09,0.93745,1.01576,0.45474,0.36379,0.93745
2024-05-24 Kl. 09-10,0.82799,0.82799,0.45791,0.36633,0.82799
2024-05-24 Kl. 10-11,0.80880,0.80880,0.44421,0.35537,0.80880
2024-05-24 Kl. 11-12,0.53464,0.83635,0.37901,0.30321,0.53464
2024-05-24 Kl. 12-13,0.49685,0.83650,0.33661,0.26929,0.49685
2024-05-24 Kl. 13-14,0.48372,0.82062,0.30244,0.24195,0.48372
2024-05-24 Kl. 14-15,0.48243,0.81530,0.23639,0.18911,0.48243
2024-05-24 Kl. 15-16,0.47766,0.80996,0.23566,0.18853,0.47766
2024-05-24 Kl. 16-17,0.46513,0.81515,0.23639,0.18911,0.46513
2024-05-24 Kl. 17-18,0.46180,0.81616,0.32392,0.25914,0.46180
2024-05-24 Kl. 18-19,0.46180,0.88914,0.35969,0.28775,0.46180
2024-05-24 Kl. 19-20,0.46166,1.07173,0.38060,0.30448,0.46166
2024-05-24 Kl. 20-21,0.45171,1.01433,0.34181,0.27345,0.45171
2024-05-24 Kl. 21-22,0.46166,0.94005,0.29739,0.23791,0.46166
2024-05-24 Kl. 22-23,0.46513,0.84674,0.21778,0.17422,0.46513
2024-05-24 Kl. 23-00,0.45459,0.80275,0.19860,0.15888,0.45459
2024-05-25 Kl. 00-01,0.43674,0.78840,0.19563,0.15650,0.43674
2024-05-25 Kl. 01-02,0.43011,0.78049,0.18511,0.14809,0.43011
2024-05-25 Kl. 02-03,0.42134,0.78193,0.18296,0.14637,0.42134
2024-05-25 Kl. 03-04,0.41831,0.78179,0.17749,0.14199,0.41831
2024-05-25 Kl. 04-05,0.41601,0.78121,0.18166,0.14533,0.41601
2024-05-25 Kl. 05-06,0.40565,0.78451,0.19721,0.15777,0.40565
2024-05-25 Kl. 06-07,0.38909,0.79257,0.19721,0.15777,0.38909
2024-05-25 Kl. 07-08,0.39859,0.79244,0.25623,0.20498,0.39859
2024-05-25 Kl. 08-09,0.42868,0.79186,0.30114,0.24091,0.42868
2024-05-25 Kl. 09-10,0.43660,0.79186,0.29438,0.23550,0.43660
2024-05-25 Kl. 10-11,0.44739,0.64690,0.27279,0.21823,0.44739
2024-05-25 Kl. 11-12,0.24745,0.24745,0.24745,0.19796,0.24745
2024-05-25 Kl. 12-13,0.04664,0.04808,0.14928,0.11942,0.04664
2024-05-25 Kl. 13-14,0.00058,0.00058,0.04319,0.03455,0.00058
2024-05-25 Kl. 14-15,0.00000,0.00000,0.02850,0.02280,0.00000
2024-05-25 Kl. 15-16,0.01511,0.01511,0.04333,0.03466,0.01511
2024-05-25 Kl. 16-17,0.21376,0.47964,0.19721,0.15777,0.21376
2024-05-25 Kl. 17-18,0.41774,0.76724,0.22600,0.18080,0.41774
2024-05-25 Kl. 18-19,0.41601,0.81403,0.25925,0.20740,0.41601
2024-05-25 Kl. 19-20,0.41586,0.81475,0.21953,0.17562,0.41586
2024-05-25 Kl. 20-21,0.40910,0.82943,0.19432,0.15546,0.40910
2024-05-25 Kl. 21-22,0.42710,0.81418,0.18325,0.14660,0.42710
2024-05-25 Kl. 22-23,0.43400,0.80108,0.09170,0.07336,0.43400
2024-05-25 Kl. 23-00,0.41601,0.79272,0.03484,0.02787,0.41601
2024-05-26 Kl. 00-01,0.34543,0.79318,0.03526,0.02821,0.34543
2024-05-26 Kl. 01-02,0.32980,0.78486,0.02809,0.02247,0.32980
2024-05-26 Kl. 02-03,0.32936,0.77927,0.02838,0.02270,0.32936
2024-05-26 Kl. 03-04,0.32264,0.77526,0.02866,0.02293,0.32264
2024-05-26 Kl. 04-05,0.32264,0.76881,0.03239,0.02591,0.32264
2024-05-26 Kl. 05-06,0.28909,0.77698,0.03569,0.02855,0.28909
2024-05-26 Kl. 06-07,0.25971,0.78773,0.04400,0.03520,0.25971
2024-05-26 Kl. 07-08,0.28909,0.74989,0.06464,0.05171,0.28909
2024-05-26 Kl. 08-09,0.17228,0.41494,0.10148,0.08118,0.17228
2024-05-26 Kl. 09-10,0.01791,0.01791,0.02780,0.02224,0.01791
2024-05-26 Kl. 10-11,0.00000,0.00000,0.02766,0.02213,0.00000
2024-05-26 Kl. 11-12,-0.00103,-0.00103,0.02753,0.02202,-0.00103
2024-05-26 Kl. 12-13,-0.02431,-0.02431,0.00201,0.00161,-0.02431
2024-05-26 Kl. 13-14,-0.06937,-0.06937,0.00158,0.00126,-0.04999
2024-05-26 Kl. 14-15,-0.05848,-0.05848,0.00158,0.00126,-0.05034
2024-05-26 Kl. 15-16,-0.00436,-0.00436,0.02753,0.02202,-0.00436
2024-05-26 Kl. 16-17,0.28164,0.28164,0.06880,0.05504,0.28164
2024-05-26 Kl. 17-18,0.37065,0.60140,0.18805,0.15044,0.37065
2024-05-26 Kl. 18-19,0.36048,0.79146,0.19020,0.15216,0.36048
2024-05-26 Kl. 19-20,0.36908,0.81195,0.19851,0.15881,0.36908
2024-05-26 Kl. 20-21,0.37925,0.81425,0.20009,0.16007,0.37925
2024-05-26 Kl. 21-22,0.39315,0.80020,0.19178,0.15342,0.39315
2024-05-26 Kl. 22-23,0.40160,0.79390,0.17486,0.13989,0.40160
2024-05-26 Kl. 23-00,0.38655,0.79318,0.03741,0.02993,0.38655
2024-05-27 Kl. 00-01,0.38010,0.74416,0.02824,0.02259,0.38010
2024-05-27 Kl. 01-02,0.36019,0.74186,0.02809,0.02247,0.36019
2024-05-27 Kl. 02-03,0.34470,0.73169,0.02795,0.02236,0.34470
2024-05-27 Kl. 03-04,0.34528,0.73069,0.02780,0.02224,0.34528
2024-05-27 Kl. 04-05,0.34456,0.71449,0.02824,0.02259,0.34456
2024-05-27 Kl. 05-06,0.34470,0.69973,0.02824,0.02259,0.34470
2024-05-27 Kl. 06-07,0.38712,0.74846,0.04156,0.03325,0.38712
2024-05-27 Kl. 07-08,0.45234,0.85165,0.11050,0.08840,0.45234
2024-05-27 Kl. 08-09,0.70116,0.91573,0.17070,0.13656,0.70116
2024-05-27 Kl. 09-10,0.58736,0.89766,0.11194,0.08955,0.58736
2024-05-27 Kl. 10-11,0.58721,0.83660,0.11452,0.09162,0.58721
2024-05-27 Kl. 11-12,0.51484,0.78342,0.14978,0.11982,0.51484
2024-05-27 Kl. 12-13,0.47169,0.78473,0.20554,0.16443,0.47169
2024-05-27 Kl. 13-14,0.45134,0.78028,0.21714,0.17371,0.45134
2024-05-27 Kl. 14-15,0.45178,0.77985,0.21973,0.17578,0.45178
2024-05-27 Kl. 15-16,0.44661,0.77483,0.22560,0.18048,0.44661
2024-05-27 Kl. 16-17,0.45736,0.79390,0.22560,0.18048,0.45736
2024-05-27 Kl. 17-18,0.45421,0.80049,0.22445,0.17956,0.45421
2024-05-27 Kl. 18-19,0.45808,0.87831,0.22431,0.17945,0.45808
2024-05-27 Kl. 19-20,0.44876,0.98094,0.22330,0.17864,0.44876
2024-05-27 Kl. 20-21,0.44790,0.99900,0.21929,0.17543,0.44790
2024-05-27 Kl. 21-22,0.50179,0.96948,0.20725,0.16580,0.50179
2024-05-27 Kl. 22-23,0.49691,0.85883,0.08614,0.06891,0.49691
2024-05-27 Kl. 23-00,0.44016,0.75979,0.02866,0.02293,0.44016
2024-05-28 Kl. 00-01,0.41385,0.81528,0.02826,0.02261,0.41385
2024-05-28 Kl. 01-02,0.40256,0.81170,0.01156,0.00925,0.40256
2024-05-28 Kl. 02-03,0.39315,0.81099,0.00200,0.00160,0.39315
2024-05-28 Kl. 03-04,0.39115,0.81156,0.00158,0.00126,0.39115
2024-05-28 Kl. 04-05,0.39371,0.81213,0.00200,0.00160,0.39371
2024-05-28 Kl. 05-06,0.40456,0.81584,0.02726,0.02181,0.40456
2024-05-28 Kl. 06-07,0.42713,0.87722,0.05539,0.04431,0.42713
2024-05-28 Kl. 07-08,0.49993,1.03126,0.18173,0.14538,0.49993
2024-05-28 Kl. 08-09,0.55246,1.09164,0.22284,0.17827,0.55246
2024-05-28 Kl. 09-10,0.59958,1.07066,0.22484,0.17987,0.59958
2024-05-28 Kl. 10-11,0.49993,0.87823,0.22655,0.18124,0.49993
2024-05-28 Kl. 11-12,0.49979,0.83255,0.23455,0.18764,0.49979
2024-05-28 Kl. 12-13,0.48308,0.81056,0.23369,0.18695,0.48308
2024-05-28 Kl. 13-14,0.48408,0.76431,0.24911,0.19929,0.48408
2024-05-28 Kl. 14-15,0.48723,0.76459,0.24954,0.19963,0.48723
2024-05-28 Kl. 15-16,0.48038,0.81199,0.24954,0.19963,0.48038
2024-05-28 Kl. 16-17,0.47251,0.82784,0.25968,0.20774,0.47251
2024-05-28 Kl. 17-18,0.47124,0.85524,0.23126,0.18501,0.47124
2024-05-28 Kl. 18-19,0.46253,1.14175,0.23113,0.18490,0.46253
2024-05-28 Kl. 19-20,0.43754,1.13790,0.23126,0.18501,0.43754
2024-05-28 Kl. 20-21,0.43569,1.09493,0.23113,0.18490,0.43569
2024-05-28 Kl. 21-22,0.44568,1.00670,0.21970,0.17576,0.44568
2024-05-28 Kl. 22-23,0.46366,0.83354,0.21341,0.17073,0.46366
2024-05-28 Kl. 23-00,0.43311,0.82784,0.04411,0.03529,0.43311
2024-05-29 Kl. 00-01,0.45004,0.86885,0.02766,0.02213,0.45004
2024-05-29 Kl. 01-02,0.42424,0.73524,0.01126,0.00901,0.42424
2024-05-29 Kl. 02-03,0.41639,0.68590,0.01213,0.00970,0.41639
2024-05-29 Kl. 03-04,0.41254,0.61189,0.01654,0.01323,0.41254
2024-05-29 Kl. 04-05,0.41111,0.58351,0.02809,0.02247,0.41111
2024-05-29 Kl. 05-06,0.41581,0.57795,0.04293,0.03434,0.41581
2024-05-29 Kl. 06-07,0.44149,0.74423,0.09140,0.07312,0.44149
2024-05-29 Kl. 07-08,0.88383,0.88383,0.11621,0.09297,0.88383
2024-05-29 Kl. 08-09,0.87043,0.87043,0.12178,0.09742,0.87043
2024-05-29 Kl. 09-10,0.75649,0.75649,0.11180,0.08944,0.75649
2024-05-29 Kl. 10-11,0.58280,0.58280,0.07829,0.06263,0.58280
2024-05-29 Kl. 11-12,0.57581,0.57581,0.06674,0.05339,0.57581
2024-05-29 Kl. 12-13,0.48684,0.48684,0.05775,0.04620,0.48684
2024-05-29 Kl. 13-14,0.45831,0.45831,0.04920,0.03936,0.45831
2024-05-29 Kl. 14-15,0.47456,0.47456,0.04763,0.03810,0.47456
2024-05-29 Kl. 15-16,0.50594,0.59635,0.05433,0.04346,0.50594
2024-05-29 Kl. 16-17,0.60819,0.66750,0.05918,0.04734,0.60819
2024-05-29 Kl. 17-18,0.75435,0.75435,0.07486,0.05989,0.75435
2024-05-29 Kl. 18-19,1.01245,1.01245,0.09640,0.07712,1.01245
2024-05-29 Kl. 19-20,1.08404,1.08404,0.11209,0.08967,1.08404
2024-05-29 Kl. 20-21,0.87285,0.87285,0.12306,0.09845,0.87285
2024-05-29 Kl. 21-22,0.83876,0.83876,0.09925,0.07940,0.83876
2024-05-29 Kl. 22-23,0.82038,0.82038,0.07259,0.05807,0.82038
2024-05-29 Kl. 23-00,0.58665,0.82051,0.04406,0.03525,0.58665
2024-05-30 Kl. 00-01,0.49836,0.77701,0.02596,0.02077,0.49836
2024-05-30 Kl. 01-02,0.48924,0.77259,0.01541,0.01233,0.48924
2024-05-30 Kl. 02-03,0.48695,0.77401,0.01784,0.01427,0.48695
2024-05-30 Kl. 03-04,0.47668,0.77715,0.02583,0.02066,0.47668
2024-05-30 Kl. 04-05,0.47169,0.77715,0.03838,0.03070,0.47169
2024-05-30 Kl. 05-06,0.48638,0.65416,0.07434,0.05947,0.48638
2024-05-30 Kl. 06-07,0.49994,0.64246,0.17691,0.14153,0.49994
2024-05-30 Kl. 07-08,0.83694,0.83694,0.26281,0.21025,0.83694
2024-05-30 Kl. 08-09,0.88045,0.88045,0.30604,0.24483,0.88045
2024-05-30 Kl. 09-10,0.91270,0.91270,0.29505,0.23604,0.91270
2024-05-30 Kl. 10-11,0.99859,0.99859,0.25924,0.20739,0.99859
2024-05-30 Kl. 11-12,0.64204,0.92710,0.21173,0.16938,0.64204
2024-05-30 Kl. 12-13,0.72123,0.84864,0.19204,0.15363,0.72123
2024-05-30 Kl. 13-14,0.50935,0.79728,0.19275,0.15420,0.50935
2024-05-30 Kl. 14-15,0.50550,0.79728,0.18462,0.14770,0.50550
2024-05-30 Kl. 15-16,0.50336,0.78315,0.21858,0.17486,0.50336
2024-05-30 Kl. 16-17,0.51420,0.79556,0.23270,0.18616,0.51420
2024-05-30 Kl. 17-18,0.82266,0.82266,0.24540,0.19632,0.82266
2024-05-30 Kl. 18-19,1.07135,1.07135,0.24669,0.19735,1.07135
2024-05-30 Kl. 19-20,1.07435,1.07435,0.23841,0.19073,1.07435
2024-05-30 Kl. 20-21,0.86961,0.86961,0.20660,0.16528,0.86961
2024-05-30 Kl. 21-22,0.86619,0.86619,0.21915,0.17532,0.86619
2024-05-30 Kl. 22-23,0.85163,0.85163,0.17564,0.14051,0.85163
2024-05-30 Kl. 23-00,0.81268,0.81268,0.08604,0.06883,0.81268
2024-05-31 Kl. 00-01,0.49850,0.84571,0.10139,0.08111,0.49850
2024-05-31 Kl. 01-02,0.49209,0.82489,0.09768,0.07814,0.49209
2024-05-31 Kl. 02-03,0.48824,0.75659,0.10153,0.08122,0.48824
2024-05-31 Kl. 03-04,0.48738,0.74119,0.10252,0.08202,0.48738
2024-05-31 Kl. 04-05,0.48624,0.75203,0.13033,0.10426,0.48624
2024-05-31 Kl. 05-06,0.48424,0.80336,0.19293,0.15434,0.48424
2024-05-31 Kl. 06-07,0.50749,0.84144,0.27805,0.22244,0.50749
2024-05-31 Kl. 07-08,1.02266,1.02266,0.39840,0.31872,1.02266
2024-05-31 Kl. 08-09,1.08655,1.08655,0.41195,0.32956,1.08655
2024-05-31 Kl. 09-10,1.08398,1.08398,0.39684,0.31747,1.08398
2024-05-31 Kl. 10-11,1.06488,1.06488,0.31199,0.24959,1.06488
2024-05-31 Kl. 11-12,0.98174,0.98174,0.29018,0.23214,0.98174
2024-05-31 Kl. 12-13,0.86481,0.86481,0.28433,0.22746,0.86481
2024-05-31 Kl. 13-14,0.67033,0.82004,0.25895,0.20716,0.67033
2024-05-31 Kl. 14-15,0.52988,0.73763,0.25809,0.20647,0.52988
2024-05-31 Kl. 15-16,0.49950,0.61643,0.25824,0.20659,0.49950
2024-05-31 Kl. 16-17,0.50335,0.67018,0.27649,0.22119,0.50335
2024-05-31 Kl. 17-18,0.50135,0.84129,0.29873,0.23898,0.50135
2024-05-31 Kl. 18-19,0.50776,0.86525,0.30658,0.24526,0.50776
2024-05-31 Kl. 19-20,0.51276,0.86510,0.29944,0.23955,0.51276
2024-05-31 Kl. 20-21,0.50121,0.86525,0.26508,0.21206,0.50121
2024-05-31 Kl. 21-22,0.51134,0.84243,0.22929,0.18343,0.51134
2024-05-31 Kl. 22-23,0.50235,0.84058,0.17753,0.14202,0.50235
2024-05-31 Kl. 23-00,0.48054,0.82989,0.10994,0.08795,0.48054
2024-06-01 Kl. 00-01,0.47800,0.75430,0.22064,0.17651,0.47800
2024-06-01 Kl. 01-02,0.46889,0.73324,0.21509,0.17207,0.46889
2024-06-01 Kl. 02-03,0.46434,0.72883,0.20014,0.16011,0.46434
2024-06-01 Kl. 03-04,0.46035,0.73380,0.18705,0.14964,0.46035
2024-06-01 Kl. 04-05,0.45964,0.73935,0.19217,0.15374,0.45964
2024-06-01 Kl. 05-06,0.46050,0.75302,0.19844,0.15875,0.46050
2024-06-01 Kl. 06-07,0.45979,0.82035,0.21324,0.17059,0.45979
2024-06-01 Kl. 07-08,0.46833,0.82534,0.24854,0.19883,0.46833
2024-06-01 Kl. 08-09,0.47174,0.73964,0.30135,0.24108,0.47174
2024-06-01 Kl. 09-10,0.48127,0.75401,0.31942,0.25554,0.48127
2024-06-01 Kl. 10-11,0.50505,0.64199,0.30634,0.24507,0.50505
2024-06-01 Kl. 11-12,0.49821,0.53210,0.28968,0.23174,0.49821
2024-06-01 Kl. 12-13,0.34933,0.34933,0.28896,0.23117,0.34933
2024-06-01 Kl. 13-14,0.10591,0.10591,0.14890,0.11912,0.10591
2024-06-01 Kl. 14-15,0.04156,0.04156,0.14335,0.11468,0.04156
2024-06-01 Kl. 15-16,0.08256,0.08256,0.12370,0.09896,0.08256
2024-06-01 Kl. 16-17,0.35971,0.35971,0.18505,0.14804,0.35971
2024-06-01 Kl. 17-18,0.47958,0.53794,0.28526,0.22821,0.47958
2024-06-01 Kl. 18-19,0.48270,0.68398,0.30733,0.24586,0.48270
2024-06-01 Kl. 19-20,0.49836,0.82704,0.31146,0.24917,0.49836
2024-06-01 Kl. 20-21,0.50933,0.75416,0.30748,0.24598,0.50933
2024-06-01 Kl. 21-22,0.54405,0.70149,0.25538,0.20430,0.54405
2024-06-01 Kl. 22-23,0.49723,0.70106,0.24698,0.19758,0.49723
2024-06-01 Kl. 23-00,0.48484,0.69608,0.16384,0.13107,0.48484
2024-06-02 Kl. 00-01,0.46593,0.49322,0.17693,0.14154,0.46593
2024-06-02 Kl. 01-02,0.42966,0.42966,0.17494,0.13995,0.42966
2024-06-02 Kl. 02-03,0.21889,0.21889,0.17523,0.14018,0.21889
2024-06-02 Kl. 03-04,0.09970,0.09970,0.14408,0.11526,0.09970
2024-06-02 Kl. 04-05,0.12374,0.12374,0.15616,0.12493,0.12374
2024-06-02 Kl. 05-06,0.07083,0.07083,0.14379,0.11503,0.07083
2024-06-02 Kl. 06-07,0.06984,0.06984,0.15374,0.12299,0.06984
2024-06-02 Kl. 07-08,0.05845,0.05845,0.16085,0.12868,0.05845
2024-06-02 Kl. 08-09,0.01380,0.01380,0.17338,0.13870,0.01380
2024-06-02 Kl. 09-10,0.00000,0.00000,0.17351,0.13881,0.00000
2024-06-02 Kl. 10-11,0.02219,0.02219,0.17351,0.13881,0.02219
2024-06-02 Kl. 11-12,0.01095,0.01095,0.14578,0.11662,0.01095
2024-06-02 Kl. 12-13,-0.00114,-0.00114,0.07125,0.05700,-0.00114
2024-06-02 Kl. 13-14,-0.04563,-0.04563,0.03144,0.02515,-0.04563
2024-06-02 Kl. 14-15,-0.05689,-0.05689,0.02830,0.02264,-0.05689
2024-06-02 Kl. 15-16,-0.04961,-0.04961,0.03144,0.02515,-0.04961
2024-06-02 Kl. 16-17,-0.00091,-0.00091,0.04139,0.03311,-0.00091
2024-06-02 Kl. 17-18,0.07011,0.07011,0.07011,0.05609,0.07011
2024-06-02 Kl. 18-19,0.41544,0.41544,0.20324,0.16259,0.41544
2024-06-02 Kl. 19-20,0.50304,0.50304,0.30820,0.24656,0.50304
2024-06-02 Kl. 20-21,0.60773,0.77056,0.29156,0.23325,0.60773
2024-06-02 Kl. 21-22,0.63986,0.76829,0.24079,0.19263,0.63986
2024-06-02 Kl. 22-23,0.53505,0.70016,0.21546,0.17237,0.53505
2024-06-02 Kl. 23-00,0.48341,0.70087,0.19854,0.15883,0.48341
2024-06-03 Kl. 00-01,0.47674,0.71296,0.15175,0.12140,0.47674
2024-06-03 Kl. 01-02,0.47061,0.71481,0.13426,0.10741,0.47061
2024-06-03 Kl. 02-03,0.46834,0.71809,0.12089,0.09671,0.46834
2024-06-03 Kl. 03-04,0.46720,0.76844,0.11121,0.08897,0.46720
2024-06-03 Kl. 04-05,0.46677,0.71169,0.12544,0.10035,0.46677
2024-06-03 Kl. 05-06,0.47261,0.69320,0.13725,0.10980,0.47261
2024-06-03 Kl. 06-07,0.50348,0.53276,0.17949,0.14359,0.50348
2024-06-03 Kl. 07-08,0.71140,0.83955,0.30109,0.24087,0.71140
2024-06-03 Kl. 08-09,0.92345,0.92345,0.41814,0.33451,0.92345
2024-06-03 Kl. 09-10,0.86286,0.86286,0.41274,0.33019,0.86286
2024-06-03 Kl. 10-11,0.84936,0.84936,0.41686,0.33349,0.84936
2024-06-03 Kl. 11-12,0.86230,0.86230,0.37661,0.30129,0.86230
2024-06-03 Kl. 12-13,0.84694,0.86188,0.31360,0.25088,0.84694
2024-06-03 Kl. 13-14,0.65978,0.84353,0.30080,0.24064,0.65978
2024-06-03 Kl. 14-15,0.63986,0.75990,0.27123,0.21698,0.63986
2024-06-03 Kl. 15-16,0.58795,0.69775,0.22940,0.18352,0.58795
2024-06-03 Kl. 16-17,0.63929,0.78536,0.22955,0.18364,0.63929
2024-06-03 Kl. 17-18,0.63886,0.63886,0.26013,0.20810,0.63886
2024-06-03 Kl. 18-19,0.68821,0.78621,0.22585,0.18068,0.68821
2024-06-03 Kl. 19-20,0.65295,0.88576,0.20636,0.16509,0.65295
2024-06-03 Kl. 20-21,0.73615,1.01349,0.17949,0.14359,0.73615
2024-06-03 Kl. 21-22,0.78949,0.87339,0.16925,0.13540,0.78949
2024-06-03 Kl. 22-23,0.75678,0.85320,0.13866,0.11093,0.75678
2024-06-03 Kl. 23-00,0.59606,0.84111,0.06273,0.05018,0.59606
2024-06-04 Kl. 00-01,0.53423,0.85606,0.02391,0.01913,0.53423
2024-06-04 Kl. 01-02,0.52668,0.84098,0.01979,0.01583,0.52668
2024-06-04 Kl. 02-03,0.52184,0.84155,0.01950,0.01560,0.52184
2024-06-04 Kl. 03-04,0.52027,0.85023,0.02719,0.02175,0.52027
